id,cycle,T24,T30,T50,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,WC,time_id,time_id_back
18.0,38.0,641.34,1576.02,1388.96,21.57,551.84,2387.9,9046.51,46.92,519.61,2387.91,8128.11,8.4296,389.0,38.86,23.4379,409.0,0,38.0,410.0
18.0,39.0,641.54,1583.51,1404.58,21.57,553.03,2387.92,9051.04,46.84,520.91,2387.92,8131.9,8.4243,390.0,38.99,23.2908,408.0,0,39.0,409.0
18.0,40.0,642.24,1580.57,1407.69,21.57,550.88,2387.49,9034.28,47.29,518.5,2387.44,8125.27,8.4451,389.0,38.72,23.2765,407.0,0,40.0,408.0
18.0,41.0,642.5,1584.85,1389.29,21.57,552.77,2387.91,9046.22,47.23,520.49,2387.93,8131.79,8.3777,391.0,38.98,23.371,406.0,0,41.0,407.0
18.0,42.0,641.66,1586.16,1387.75,21.57,552.9,2387.91,9036.97,47.05,520.57,2387.87,8140.57,8.4177,391.0,38.83,23.2767,405.0,0,42.0,406.0
18.0,43.0,642.4,1576.55,1396.39,21.57,551.03,2387.5,9034.98,47.33,518.16,2387.54,8114.87,8.4542,391.0,38.93,23.2553,404.0,0,43.0,405.0
18.0,44.0,641.74,1579.85,1402.89,21.57,550.18,2387.14,9037.72,47.24,518.59,2387.08,8123.23,8.4292,390.0,38.61,23.2704,403.0,0,44.0,404.0
18.0,45.0,642.21,1579.74,1399.59,21.57,549.86,2387.0,9034.18,47.2,518.87,2387.0,8122.78,8.4198,392.0,38.76,23.2423,402.0,0,45.0,403.0
18.0,46.0,642.3,1580.61,1390.92,21.58,553.41,2387.91,9044.51,47.03,521.4,2387.97,8134.39,8.411,390.0,39.03,23.3435,401.0,0,46.0,402.0
18.0,47.0,642.67,1578.48,1404.52,21.56,550.44,2387.18,9042.27,47.31,518.77,2387.12,8118.61,8.4472,389.0,38.66,23.3572,400.0,0,47.0,401.0
18.0,48.0,642.14,1583.13,1392.8,21.57,553.14,2387.99,9048.54,46.92,520.31,2387.97,8127.69,8.3654,390.0,39.16,23.311,399.0,0,48.0,400.0
18.0,49.0,642.31,1577.77,1395.31,21.56,550.7,2387.37,9036.77,47.34,519.53,2387.41,8125.72,8.4073,390.0,38.64,23.3008,398.0,0,49.0,399.0
18.0,50.0,641.86,1584.94,1386.53,21.57,552.3,2387.95,9049.38,47.27,520.26,2387.92,8129.9,8.4152,391.0,39.08,23.364,397.0,0,50.0,398.0
18.0,51.0,641.59,1590.88,1390.91,21.57,552.19,2387.99,9042.23,47.03,520.34,2387.91,8133.88,8.385,390.0,38.78,23.3954,396.0,0,51.0,397.0
18.0,52.0,641.81,1577.96,1397.61,21.56,551.22,2387.68,9039.57,47.3,518.32,2387.72,8122.71,8.4589,391.0,38.92,23.2553,395.0,0,52.0,396.0
18.0,53.0,641.99,1580.11,1391.99,21.57,552.6,2387.97,9050.03,46.93,519.87,2387.89,8130.32,8.4175,391.0,38.89,23.3588,394.0,0,53.0,395.0
18.0,54.0,641.89,1580.53,1386.93,21.57,552.61,2387.89,9049.99,47.0,520.67,2387.94,8128.33,8.3805,391.0,38.95,23.3319,393.0,0,54.0,394.0
18.0,55.0,641.74,1587.3,1393.04,21.57,553.18,2387.92,9042.9,46.9,520.82,2387.9,8136.24,8.3547,392.0,38.81,23.4205,392.0,0,55.0,393.0
18.0,56.0,641.93,1580.15,1391.37,21.57,551.7,2387.89,9042.4,47.16,520.78,2387.93,8124.73,8.4011,390.0,39.0,23.3077,391.0,0,56.0,392.0
18.0,57.0,642.09,1581.12,1392.24,21.57,552.34,2387.91,9048.42,46.88,520.25,2387.91,8133.84,8.4117,390.0,39.0,23.3341,390.0,0,57.0,391.0
18.0,58.0,642.06,1593.43,1394.2,21.57,552.29,2387.86,9047.82,47.07,520.3,2387.92,8132.43,8.3998,391.0,38.98,23.4331,389.0,0,58.0,390.0
18.0,59.0,641.6,1579.36,1390.55,21.57,552.06,2387.9,9044.6,47.15,520.22,2387.93,8131.76,8.3908,390.0,38.89,23.3726,388.0,0,59.0,389.0
18.0,60.0,641.99,1579.79,1385.03,21.57,552.5,2387.91,9044.26,47.07,520.1,2387.94,8134.71,8.3967,390.0,38.92,23.2577,387.0,0,60.0,388.0
18.0,61.0,642.56,1581.02,1397.47,21.57,553.63,2387.88,9044.14,47.12,519.95,2387.92,8126.13,8.4066,389.0,39.02,23.3602,386.0,0,61.0,387.0
18.0,62.0,641.69,1582.78,1393.78,21.57,552.47,2387.85,9047.21,46.87,520.19,2387.92,8135.51,8.3769,390.0,38.96,23.3321,385.0,0,62.0,386.0
18.0,63.0,641.86,1569.64,1392.25,21.57,552.86,2387.9,9052.53,47.1,520.56,2387.88,8130.0,8.4043,392.0,38.9,23.3235,384.0,0,63.0,385.0
18.0,64.0,641.85,1576.55,1393.66,21.57,552.53,2387.95,9047.36,47.12,519.87,2387.93,8126.23,8.4073,391.0,38.76,23.3307,383.0,0,64.0,384.0
18.0,65.0,641.77,1583.79,1403.1,21.57,552.71,2387.91,9041.53,47.07,520.54,2387.87,8127.7,8.3833,391.0,39.01,23.4156,382.0,0,65.0,383.0
18.0,66.0,641.96,1572.27,1396.62,21.56,550.6,2387.33,9042.15,47.04,518.59,2387.4,8120.35,8.4221,389.0,38.79,23.2784,381.0,0,66.0,382.0
18.0,67.0,641.48,1583.97,1390.83,21.57,552.74,2387.9,9038.61,46.91,520.81,2387.89,8131.03,8.4184,390.0,38.86,23.3491,380.0,0,67.0,381.0
18.0,68.0,641.79,1574.71,1387.87,21.57,552.57,2387.91,9045.85,46.97,519.81,2387.89,8130.57,8.3751,390.0,38.99,23.4237,379.0,0,68.0,380.0
18.0,69.0,642.1,1578.86,1386.4,21.57,552.51,2387.92,9039.13,46.91,520.55,2387.85,8130.39,8.4063,390.0,39.15,23.3833,378.0,0,69.0,379.0
18.0,70.0,641.82,1581.46,1386.9,21.57,552.59,2387.94,9053.46,47.1,520.11,2387.91,8129.79,8.3837,389.0,38.93,23.4157,377.0,0,70.0,378.0
18.0,71.0,641.86,1590.6,1391.75,21.57,552.81,2387.93,9038.04,47.09,519.62,2387.88,8131.5,8.4263,390.0,39.01,23.3451,376.0,0,71.0,377.0
18.0,72.0,641.7,1584.65,1392.43,21.57,552.6,2387.88,9048.12,47.0,520.42,2387.88,8136.72,8.428,390.0,39.16,23.404,375.0,0,72.0,376.0
18.0,73.0,642.13,1580.6,1400.69,21.57,551.04,2387.18,9032.54,47.39,519.12,2387.25,8122.29,8.4223,391.0,38.74,23.3743,374.0,0,73.0,375.0
18.0,74.0,642.22,1578.67,1390.29,21.57,552.97,2387.91,9039.8,47.18,520.46,2387.92,8137.4,8.3826,389.0,38.83,23.4148,373.0,0,74.0,374.0
18.0,75.0,641.96,1574.11,1389.96,21.57,552.07,2387.92,9041.28,47.07,519.98,2387.86,8133.1,8.4003,391.0,38.82,23.3629,372.0,0,75.0,373.0
18.0,76.0,641.94,1580.21,1391.48,21.57,552.91,2387.85,9044.68,47.14,520.45,2387.92,8131.55,8.3908,391.0,38.82,23.2918,371.0,0,76.0,372.0
18.0,77.0,641.95,1578.5,1387.44,21.57,552.49,2387.94,9048.86,47.03,520.66,2387.93,8138.45,8.4019,391.0,38.94,23.4242,370.0,0,77.0,371.0
18.0,78.0,642.15,1582.89,1390.87,21.57,552.56,2387.91,9047.83,46.87,520.42,2387.93,8129.28,8.4014,392.0,38.96,23.3307,369.0,0,78.0,370.0
18.0,79.0,641.82,1570.81,1386.91,21.57,552.15,2387.92,9042.52,47.05,520.13,2387.9,8129.35,8.3851,391.0,38.89,23.3484,368.0,0,79.0,369.0
18.0,80.0,642.12,1577.34,1385.09,21.58,552.81,2387.96,9052.03,46.9,520.45,2387.93,8128.86,8.3989,390.0,38.93,23.3459,367.0,0,80.0,368.0
18.0,81.0,641.74,1577.83,1392.65,21.57,553.21,2387.85,9048.83,47.08,520.24,2387.95,8129.42,8.4127,390.0,38.93,23.3606,366.0,0,81.0,367.0
18.0,82.0,641.99,1584.73,1396.53,21.57,552.41,2387.93,9044.73,46.99,519.99,2387.87,8131.92,8.3971,391.0,38.92,23.3995,365.0,0,82.0,366.0
18.0,83.0,641.67,1582.1,1390.22,21.57,551.83,2387.98,9041.27,47.19,521.03,2387.95,8126.19,8.3741,391.0,39.02,23.3528,364.0,0,83.0,365.0
18.0,84.0,641.57,1572.88,1392.04,21.57,553.08,2387.95,9054.42,47.1,520.28,2387.91,8133.17,8.3985,392.0,39.15,23.3988,363.0,0,84.0,364.0
18.0,85.0,641.96,1589.34,1391.38,21.57,553.05,2387.91,9044.3,47.02,520.69,2387.96,8127.94,8.3774,390.0,38.91,23.4402,362.0,0,85.0,363.0
18.0,86.0,642.42,1575.72,1397.68,21.56,550.98,2387.36,9039.64,47.26,518.29,2387.35,8115.84,8.4426,390.0,38.78,23.2831,361.0,0,86.0,362.0
18.0,87.0,641.82,1584.91,1392.84,21.57,552.97,2387.87,9047.33,47.13,520.97,2387.91,8135.92,8.3878,391.0,39.02,23.2771,360.0,0,87.0,361.0
18.0,88.0,641.55,1592.8,1392.12,21.57,552.3,2387.99,9046.43,47.24,520.71,2387.96,8136.58,8.3525,391.0,39.0,23.2945,359.0,0,88.0,360.0
18.0,89.0,641.87,1584.11,1392.02,21.57,552.47,2387.96,9050.77,47.18,520.56,2387.97,8130.25,8.4119,392.0,38.93,23.3371,358.0,0,89.0,359.0
18.0,90.0,641.43,1586.02,1398.3,21.57,552.19,2387.88,9045.13,46.97,520.21,2387.89,8126.41,8.4366,389.0,38.96,23.3476,357.0,0,90.0,358.0
18.0,91.0,642.36,1583.17,1389.88,21.57,552.59,2387.94,9043.71,47.0,520.98,2387.9,8127.27,8.4306,392.0,38.89,23.3915,356.0,0,91.0,357.0
18.0,92.0,641.76,1580.61,1406.92,21.56,550.18,2387.22,9031.85,47.25,518.62,2387.13,8121.53,8.4164,390.0,38.75,23.2833,355.0,0,92.0,356.0
18.0,93.0,641.68,1582.32,1391.61,21.57,552.79,2387.94,9046.78,47.02,521.28,2387.94,8137.5,8.4034,392.0,38.93,23.4167,354.0,0,93.0,355.0
18.0,94.0,641.74,1587.93,1396.98,21.57,552.46,2387.97,9044.49,47.08,520.89,2387.93,8136.14,8.399,390.0,38.79,23.4197,353.0,0,94.0,354.0
18.0,95.0,641.46,1574.16,1394.07,21.57,551.57,2387.93,9048.35,47.03,520.05,2387.91,8127.97,8.3997,390.0,38.87,23.3301,352.0,0,95.0,353.0
18.0,96.0,641.53,1577.81,1396.56,21.57,552.23,2387.92,9044.38,47.0,520.6,2387.99,8134.59,8.4112,391.0,38.86,23.3358,351.0,0,96.0,352.0
18.0,97.0,641.56,1581.17,1389.15,21.57,552.26,2387.89,9043.49,47.11,520.62,2387.86,8128.22,8.3995,390.0,38.97,23.359,350.0,0,97.0,351.0
18.0,98.0,642.05,1578.25,1395.72,21.57,552.02,2387.92,9046.84,47.02,520.78,2387.87,8133.48,8.3927,390.0,38.92,23.3721,349.0,0,98.0,350.0
18.0,99.0,642.08,1581.49,1389.05,21.57,552.6,2387.89,9042.2,47.01,520.32,2387.88,8130.34,8.3917,390.0,39.15,23.3828,348.0,0,99.0,349.0
18.0,100.0,641.87,1584.46,1387.27,21.57,553.22,2387.95,9048.01,47.06,520.15,2387.92,8130.06,8.3889,392.0,39.0,23.3557,347.0,0,100.0,348.0
18.0,101.0,641.97,1581.27,1387.14,21.57,552.47,2387.92,9044.29,47.03,519.98,2387.91,8129.17,8.4167,391.0,38.81,23.4374,346.0,0,101.0,347.0
18.0,102.0,642.47,1584.95,1397.59,21.57,552.57,2387.95,9046.3,47.16,520.53,2387.92,8136.58,8.359,392.0,38.86,23.4086,345.0,0,102.0,346.0
18.0,103.0,641.95,1585.79,1385.0,21.57,552.64,2387.93,9038.79,47.07,520.77,2387.89,8134.86,8.3856,390.0,38.83,23.395,344.0,0,103.0,345.0
18.0,104.0,641.84,1576.65,1393.12,21.57,552.25,2387.89,9043.73,47.01,520.81,2387.96,8129.97,8.3846,390.0,38.79,23.3891,343.0,0,104.0,344.0
18.0,105.0,641.05,1579.94,1393.63,21.57,552.36,2387.96,9040.9,46.98,520.33,2387.93,8130.57,8.3772,391.0,38.9,23.3586,342.0,0,105.0,343.0
18.0,106.0,642.26,1578.66,1395.53,21.57,551.84,2387.91,9050.01,46.89,520.63,2387.92,8133.8,8.3775,390.0,38.86,23.4409,341.0,0,106.0,342.0
18.0,107.0,641.96,1579.99,1392.07,21.57,552.01,2387.88,9046.21,46.84,520.43,2387.97,8130.26,8.4,392.0,38.98,23.385,340.0,0,107.0,341.0
18.0,108.0,641.85,1578.34,1391.32,21.57,552.26,2387.95,9049.25,47.13,520.45,2387.93,8129.94,8.4139,390.0,38.95,23.3363,339.0,0,108.0,340.0
18.0,109.0,641.5,1570.03,1397.31,21.57,552.78,2387.91,9041.32,46.92,520.68,2387.92,8131.58,8.368,392.0,38.98,23.3742,338.0,0,109.0,339.0
18.0,110.0,641.88,1573.97,1389.66,21.57,552.94,2387.97,9047.53,47.07,520.64,2387.95,8133.48,8.4216,391.0,39.0,23.4546,337.0,0,110.0,338.0
18.0,111.0,641.67,1585.35,1395.41,21.57,552.65,2387.95,9043.26,46.99,520.4,2387.88,8130.32,8.4036,391.0,38.91,23.3821,336.0,0,111.0,337.0
18.0,112.0,641.63,1578.49,1389.42,21.57,551.71,2387.94,9053.99,46.95,520.27,2387.93,8125.38,8.3755,390.0,38.95,23.4968,335.0,0,112.0,336.0
18.0,113.0,642.33,1579.1,1402.46,21.56,550.2,2387.19,9031.16,47.29,518.68,2387.27,8118.15,8.4313,389.0,38.89,23.139,334.0,0,113.0,335.0
18.0,114.0,642.37,1580.68,1390.57,21.57,553.03,2387.92,9043.97,47.05,520.88,2387.96,8128.65,8.4041,390.0,38.93,23.3476,333.0,0,114.0,334.0
18.0,115.0,641.79,1566.34,1386.83,21.57,552.85,2387.92,9047.26,47.03,520.59,2387.93,8134.21,8.3725,390.0,39.06,23.4241,332.0,0,115.0,333.0
18.0,116.0,642.24,1579.75,1392.6,21.57,552.57,2387.93,9044.64,47.03,520.77,2387.98,8131.42,8.4092,389.0,39.01,23.4603,331.0,0,116.0,332.0
18.0,117.0,642.1,1585.01,1393.57,21.57,552.5,2387.87,9044.44,47.09,520.35,2387.94,8129.2,8.4161,391.0,38.87,23.2669,330.0,0,117.0,331.0
18.0,118.0,642.02,1575.09,1393.02,21.58,552.83,2387.9,9046.94,47.06,520.48,2387.93,8131.79,8.3988,390.0,39.16,23.3883,329.0,0,118.0,330.0
18.0,119.0,642.31,1577.66,1384.46,21.57,552.06,2387.9,9052.37,46.98,520.85,2387.88,8127.92,8.37,392.0,38.98,23.372,328.0,0,119.0,329.0
18.0,120.0,642.36,1576.05,1396.25,21.57,552.52,2387.95,9046.51,47.07,520.15,2387.88,8123.53,8.3902,391.0,38.91,23.4473,327.0,0,120.0,328.0
18.0,121.0,641.33,1578.7,1391.05,21.57,551.91,2387.88,9051.8,46.8,520.3,2387.97,8128.73,8.4459,390.0,39.12,23.243,326.0,0,121.0,327.0
18.0,122.0,641.22,1582.23,1389.56,21.57,552.45,2387.87,9047.46,47.09,520.19,2387.9,8128.98,8.3777,390.0,38.77,23.3332,325.0,0,122.0,326.0
18.0,123.0,642.36,1579.41,1391.74,21.57,553.15,2387.89,9039.99,46.94,520.77,2387.91,8134.96,8.3908,392.0,38.91,23.4118,324.0,0,123.0,325.0
18.0,124.0,642.11,1587.63,1403.66,21.57,552.61,2387.9,9041.79,47.03,520.9,2387.92,8129.67,8.3782,391.0,39.01,23.406,323.0,0,124.0,324.0
18.0,125.0,642.12,1564.3,1401.06,21.56,550.38,2387.17,9032.15,47.47,518.6,2387.18,8116.56,8.4735,390.0,38.59,23.2157,322.0,0,125.0,323.0
18.0,126.0,641.58,1582.45,1395.56,21.57,552.2,2387.91,9046.41,46.93,520.92,2387.87,8132.28,8.4042,391.0,39.01,23.345,321.0,0,126.0,322.0
18.0,127.0,641.65,1574.75,1394.11,21.57,553.04,2387.9,9044.22,46.89,520.02,2387.92,8134.94,8.4139,391.0,39.02,23.3926,320.0,0,127.0,321.0
18.0,128.0,642.06,1578.94,1401.07,21.57,552.96,2387.91,9056.64,47.11,520.88,2387.92,8137.44,8.4415,391.0,39.03,23.2636,319.0,0,128.0,320.0
18.0,129.0,641.96,1578.88,1392.74,21.57,552.46,2387.94,9057.19,47.11,520.27,2387.93,8135.66,8.3901,392.0,38.87,23.5077,318.0,0,129.0,319.0
18.0,130.0,641.8,1582.01,1403.02,21.56,550.4,2387.29,9031.4,47.26,518.93,2387.22,8119.15,8.4263,391.0,38.81,23.2789,317.0,0,130.0,318.0
18.0,131.0,642.14,1581.12,1392.56,21.57,552.71,2387.93,9043.91,47.06,520.2,2387.86,8132.23,8.414,392.0,38.86,23.3337,316.0,0,131.0,317.0
18.0,132.0,641.89,1591.0,1391.19,21.57,552.54,2387.92,9043.53,47.06,520.97,2387.87,8135.26,8.3892,390.0,38.88,23.4435,315.0,0,132.0,316.0
18.0,133.0,641.97,1580.96,1391.93,21.57,552.51,2387.86,9040.36,47.27,520.24,2387.93,8136.48,8.3901,390.0,38.85,23.3703,314.0,0,133.0,315.0
18.0,134.0,641.59,1588.46,1392.7,21.57,553.02,2387.92,9046.33,47.04,521.0,2387.94,8132.33,8.4001,390.0,38.78,23.4427,313.0,0,134.0,314.0
18.0,135.0,642.48,1575.85,1389.51,21.57,552.29,2387.88,9050.72,47.0,520.35,2387.94,8126.27,8.3995,389.0,38.96,23.2718,312.0,0,135.0,313.0
18.0,136.0,641.97,1583.66,1390.8,21.57,552.74,2387.94,9045.61,47.19,520.69,2387.86,8137.74,8.3942,390.0,38.78,23.3371,311.0,0,136.0,312.0
18.0,137.0,641.35,1588.57,1392.35,21.57,553.79,2387.96,9045.8,46.99,520.31,2387.98,8128.79,8.3911,391.0,38.82,23.3053,310.0,0,137.0,311.0
18.0,138.0,641.52,1581.05,1390.51,21.57,552.27,2387.9,9043.56,47.13,519.96,2387.91,8126.36,8.3803,391.0,38.94,23.3449,309.0,0,138.0,310.0
18.0,139.0,642.02,1580.11,1395.59,21.57,552.58,2387.94,9048.02,47.19,520.05,2387.92,8127.36,8.4193,391.0,38.98,23.416,308.0,0,139.0,309.0
18.0,140.0,641.72,1584.5,1389.0,21.57,552.74,2387.92,9050.37,47.16,520.28,2387.9,8125.76,8.3647,390.0,39.27,23.2699,307.0,0,140.0,308.0
18.0,141.0,642.04,1583.32,1389.74,21.57,552.35,2387.92,9053.89,46.89,521.4,2387.93,8134.62,8.3941,390.0,39.09,23.2925,306.0,0,141.0,307.0
18.0,142.0,642.18,1578.39,1398.63,21.57,552.31,2387.92,9052.31,47.02,520.01,2387.9,8131.02,8.3993,392.0,38.94,23.3421,305.0,0,142.0,306.0
18.0,143.0,642.06,1579.87,1390.05,21.57,553.02,2387.95,9044.67,47.23,520.4,2387.95,8133.17,8.3767,389.0,38.89,23.3441,304.0,0,143.0,305.0
18.0,144.0,641.37,1580.21,1393.48,21.57,553.05,2387.93,9044.11,46.87,520.71,2387.97,8134.14,8.3571,391.0,39.0,23.3678,303.0,0,144.0,304.0
18.0,145.0,641.42,1584.03,1389.05,21.57,553.58,2387.91,9048.02,47.21,520.81,2387.94,8125.21,8.3628,390.0,39.02,23.2633,302.0,0,145.0,303.0
18.0,146.0,642.31,1586.98,1394.47,21.56,552.42,2387.92,9046.76,47.08,520.03,2387.92,8136.03,8.4121,391.0,38.91,23.3748,301.0,0,146.0,302.0
18.0,147.0,642.0,1580.53,1395.12,21.57,553.24,2387.91,9052.01,47.09,520.72,2387.94,8131.0,8.4106,390.0,38.86,23.4063,300.0,0,147.0,301.0
18.0,148.0,642.08,1579.06,1396.83,21.57,552.96,2387.89,9051.2,47.19,520.77,2387.93,8130.47,8.3851,391.0,39.02,23.4204,299.0,0,148.0,300.0
18.0,149.0,642.25,1586.95,1392.8,21.57,552.62,2387.92,9042.3,47.0,521.07,2387.91,8132.41,8.3839,390.0,39.09,23.3045,298.0,0,149.0,299.0
18.0,150.0,641.47,1585.23,1395.5,21.57,552.1,2387.96,9047.15,46.94,520.48,2387.93,8128.45,8.3918,391.0,38.99,23.5041,297.0,0,150.0,298.0
18.0,151.0,641.89,1582.52,1392.54,21.57,552.2,2387.92,9043.75,46.81,519.95,2387.94,8132.63,8.377,389.0,38.96,23.392,296.0,0,151.0,297.0
18.0,152.0,641.76,1580.45,1389.43,21.56,552.69,2387.88,9041.97,47.03,520.64,2387.9,8128.25,8.4197,392.0,38.98,23.3281,295.0,0,152.0,296.0
18.0,153.0,641.31,1578.81,1395.21,21.57,552.91,2387.94,9046.08,46.92,520.72,2387.92,8133.0,8.4272,390.0,39.07,23.3935,294.0,0,153.0,295.0
18.0,154.0,641.89,1583.33,1399.24,21.57,553.26,2387.86,9045.67,47.06,520.9,2387.97,8131.96,8.3975,390.0,38.95,23.4492,293.0,0,154.0,294.0
18.0,155.0,641.73,1588.93,1391.03,21.57,552.63,2387.93,9047.92,46.98,520.12,2387.91,8131.01,8.4054,393.0,38.78,23.3623,292.0,0,155.0,293.0
18.0,156.0,642.23,1585.72,1393.68,21.56,551.86,2387.9,9048.48,46.95,519.86,2387.96,8130.43,8.3865,391.0,38.96,23.4047,291.0,0,156.0,292.0
18.0,157.0,641.69,1580.47,1393.9,21.56,552.31,2387.92,9039.78,47.1,520.62,2387.9,8134.0,8.3966,391.0,38.88,23.4328,290.0,0,157.0,291.0
18.0,158.0,641.72,1581.78,1393.73,21.57,552.89,2387.95,9046.23,46.95,520.49,2387.9,8130.63,8.4076,392.0,39.14,23.3117,289.0,0,158.0,290.0
18.0,159.0,641.45,1577.41,1392.15,21.56,552.39,2387.93,9051.04,47.06,519.67,2387.93,8130.45,8.396,389.0,38.98,23.3905,288.0,0,159.0,289.0
18.0,160.0,642.29,1584.24,1394.92,21.57,553.47,2387.97,9052.74,46.9,520.66,2387.94,8129.15,8.3403,390.0,38.99,23.4645,287.0,0,160.0,288.0
18.0,161.0,642.48,1579.19,1400.86,21.57,552.48,2387.94,9056.25,46.95,520.64,2387.94,8139.43,8.4005,391.0,39.07,23.311,286.0,0,161.0,287.0
18.0,162.0,642.27,1581.88,1398.4,21.57,552.88,2387.93,9046.37,47.29,521.05,2387.91,8133.92,8.4215,392.0,39.1,23.3545,285.0,0,162.0,286.0
18.0,163.0,641.81,1584.89,1394.15,21.57,553.14,2387.93,9044.74,47.18,520.99,2387.92,8133.47,8.419,391.0,38.75,23.3718,284.0,0,163.0,285.0
18.0,164.0,641.81,1579.8,1398.99,21.57,552.16,2387.92,9051.34,46.87,520.17,2387.9,8134.3,8.406,391.0,39.16,23.3784,283.0,0,164.0,284.0
18.0,165.0,641.9,1585.27,1391.76,21.57,552.79,2387.95,9055.43,47.01,520.75,2387.94,8134.2,8.3648,391.0,39.02,23.4694,282.0,0,165.0,283.0
18.0,166.0,641.62,1571.42,1390.46,21.56,553.57,2387.92,9048.0,47.16,520.59,2387.88,8132.9,8.3678,389.0,38.97,23.3505,281.0,0,166.0,282.0
18.0,167.0,641.69,1583.81,1397.38,21.57,552.52,2387.94,9044.29,47.11,521.07,2387.93,8139.88,8.3924,390.0,38.98,23.3346,280.0,0,167.0,281.0
18.0,168.0,642.14,1575.55,1389.56,21.57,552.18,2387.93,9047.82,47.14,520.88,2387.94,8133.09,8.4239,391.0,39.14,23.3563,279.0,0,168.0,280.0
18.0,169.0,641.68,1584.12,1380.31,21.57,552.83,2387.92,9040.24,47.23,520.38,2387.94,8130.83,8.3711,389.0,38.71,23.2141,278.0,0,169.0,279.0
18.0,170.0,641.58,1584.09,1391.02,21.57,552.43,2387.95,9042.33,46.88,520.19,2387.97,8134.67,8.3907,390.0,38.87,23.2927,277.0,0,170.0,278.0
18.0,171.0,642.01,1575.88,1393.91,21.57,552.69,2387.95,9051.24,47.18,521.06,2387.95,8132.99,8.4051,391.0,39.02,23.4176,276.0,0,171.0,277.0
18.0,172.0,642.33,1575.94,1391.16,21.57,552.34,2387.89,9039.3,46.96,520.61,2387.86,8125.8,8.3822,390.0,39.05,23.3576,275.0,0,172.0,276.0
18.0,173.0,641.89,1577.35,1387.49,21.57,552.84,2387.94,9053.77,47.03,521.0,2387.98,8129.16,8.3823,391.0,39.05,23.4701,274.0,0,173.0,275.0
18.0,174.0,642.04,1588.12,1396.41,21.57,553.07,2387.91,9048.35,47.16,521.04,2387.92,8132.45,8.3647,390.0,38.97,23.3171,273.0,0,174.0,274.0
18.0,175.0,641.89,1583.34,1393.25,21.57,552.3,2387.96,9051.72,47.15,520.49,2387.9,8126.4,8.3772,390.0,39.17,23.3278,272.0,0,175.0,273.0
18.0,176.0,641.97,1580.24,1393.04,21.57,552.4,2387.92,9046.98,47.05,520.35,2387.98,8132.66,8.4281,391.0,39.04,23.3587,271.0,0,176.0,272.0
18.0,177.0,642.15,1575.13,1391.55,21.57,552.42,2387.93,9045.85,47.17,520.71,2387.94,8131.89,8.4132,391.0,39.02,23.2968,270.0,0,177.0,271.0
18.0,178.0,642.39,1581.13,1390.86,21.57,552.03,2387.94,9048.42,47.13,520.86,2387.91,8136.61,8.4021,392.0,38.95,23.4195,269.0,0,178.0,270.0
18.0,179.0,641.91,1577.77,1399.43,21.57,553.52,2387.89,9052.04,47.17,520.51,2387.93,8128.1,8.3897,391.0,39.04,23.3446,268.0,0,179.0,269.0
18.0,180.0,641.92,1575.36,1387.88,21.57,553.45,2387.94,9051.74,46.77,520.79,2387.91,8130.96,8.3854,390.0,38.97,23.346,267.0,0,180.0,268.0
18.0,181.0,642.03,1579.09,1392.12,21.56,552.47,2387.97,9051.88,47.0,520.93,2387.96,8132.47,8.389,389.0,38.88,23.3378,266.0,0,181.0,267.0
18.0,182.0,641.9,1586.52,1387.92,21.57,552.58,2387.93,9048.79,46.99,520.5,2387.96,8129.46,8.3649,389.0,38.99,23.388,265.0,0,182.0,266.0
18.0,183.0,642.04,1579.34,1391.24,21.57,552.23,2387.98,9043.93,47.13,521.11,2387.94,8137.6,8.3965,389.0,38.92,23.4287,264.0,0,183.0,265.0
18.0,184.0,641.51,1585.63,1390.03,21.57,552.37,2387.92,9044.51,47.1,520.38,2387.93,8133.3,8.3378,391.0,38.92,23.3604,263.0,0,184.0,264.0
18.0,185.0,641.82,1581.67,1391.34,21.57,552.23,2387.94,9044.48,46.98,521.01,2387.89,8136.26,8.4003,391.0,38.93,23.2788,262.0,0,185.0,263.0
18.0,186.0,641.63,1585.37,1390.62,21.57,553.12,2387.94,9043.42,47.15,520.81,2387.96,8133.46,8.4068,390.0,39.03,23.3839,261.0,0,186.0,262.0
18.0,187.0,641.62,1574.89,1397.75,21.57,553.31,2387.92,9050.98,46.96,520.77,2387.95,8133.29,8.4041,390.0,39.04,23.4369,260.0,0,187.0,261.0
18.0,188.0,641.81,1581.88,1394.77,21.57,552.49,2387.97,9050.72,47.04,520.6,2387.97,8130.45,8.4175,392.0,38.82,23.3448,259.0,0,188.0,260.0
18.0,189.0,641.4,1579.28,1393.84,21.57,553.5,2387.88,9054.3,47.16,520.83,2387.94,8128.64,8.3854,390.0,38.93,23.5138,258.0,0,189.0,259.0
18.0,190.0,642.2,1583.0,1396.91,21.57,553.22,2387.92,9043.18,46.92,520.83,2387.94,8121.1,8.4265,391.0,38.89,23.4173,257.0,0,190.0,258.0
18.0,191.0,641.49,1583.2,1394.88,21.57,552.82,2387.88,9045.56,46.85,520.72,2387.94,8132.39,8.4205,391.0,39.06,23.3585,256.0,0,191.0,257.0
18.0,192.0,642.16,1583.26,1392.94,21.57,552.95,2387.9,9046.38,47.08,520.98,2387.92,8130.54,8.4041,390.0,38.85,23.369,255.0,0,192.0,256.0
